Ref,Name,Sci_key,C_key,Loc,Type,RA,DEC,Vel,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Simbad_Identifier,Ba/Fe,C/Fe
ROE14e,CS22943-132,*,*,HA,SG,"20 22 50.912","'-43 13 39.39",3,13.503,13.727,13.31,,,12.266,12.002,11.95,5850,3.6,'-2.67,1.4,BPS_CS_22943-0132,'-0.05,
ROE14a,CS22943-201,*,*,HA,HB,"20 36 28.1","'-43 49 29",37,,15.61,15.98,,,,,13.764,5970,2.45,'-2.68,1.6,BPS_CS_22943-0201,'-0.54,1.88
ROE14b,CS22943-201,*,*,HA,HB,"20 36 28.1","'-43 49 29",37,,15.61,15.98,,,,,13.764,5970,2.45,'-2.68,1.6,BPS_CS_22943-0201,'-0.54,1.88
ROE14b,CS22944-014,*,*,HA,SG,"21 41 12.2","'-14 33 27",'-370,,14.61,14.18,,,,,,6020,3.7,'-2.64,1.3,BPS_CS_22944-0014,'-0.49,0.45
ROE14b,CS22944-061,*,*,HA,SG,"21 50 18.3","'-13 45 24",153,,14.78,14.35,,,,,,5920,3.6,'-2.96,1.5,BPS_CS_22944-0061,'-0.46,0.44
ROE14b,CS22945-017,*,*,HA,SG,"23 20 55.4","'-63 15 43",91,,14.82,14.43,,,,,13.264,6080,3.7,'-2.89,1.25,BPS_CS_22945-0017,0.64,1.94
ROE14e,CS22945-017,*,*,HA,SG,"23 20 55.4","'-63 15 43",91,,14.82,14.43,,,,,13.264,6080,3.7,'-2.73,1.25,BPS_CS_22945-0017,0.49,
ROE14b,CS22945-031,*,*,HA,SG,"23 47 31.98","'-67 30 35.9",197,,15.15,14.77,14.8,,13.765,13.477,13.534,5820,3.55,'-3.29,1.35,BPS_CS_22945-0031,'-0.45,0.59
PRE06,CS22945-056,*,*,HA,HB,"23 53 19.8","'-65 29 39.5",222,,14.485,14.09,13.7,,12.984,12.692,12.616,5800,2.2,'-2.9,2.85,BPS_CS_22945-0056,'-0.25,
ROE14b,CS22945-056,*,*,HA,HB,"23 53 19.8","'-65 29 39.5",222,,14.485,14.09,13.7,,12.984,12.692,12.616,6000,1.75,'-2.82,3.45,BPS_CS_22945-0056,'-0.41,<1.59
ROE14b,CS22945-058,R2,CR,HA,SG,"23 52 37.802","'-66 5 1.66",23.4,,15.32,14.96,14.8,,14.01,13.83,13.69,5990,3.65,'-2.98,1.55,BPS_CS_22945-0058,0.56,<0.95
ROE14e,CS22945-058,*,*,HA,SG,"23 52 37.802","'-66 5 1.66",23.4,,15.32,14.96,14.8,,14.01,13.83,13.69,5990,3.65,'-2.71,1.55,BPS_CS_22945-0058,0.28,
ROE14b,CS22945-063,*,*,HA,HB,"0 2 36.3","'-65 45 24",153,,,14.55,,,,,,5730,1.7,'-2.84,2.55,BPS_CS_22945-0063,'-1.39,<0.91
PRE00,CS22946-011,*,*,HA,MS,"1 19 11.679","'-19 23 58.12",,,14.28,13.95,,,13.129,12.898,12.87,6850,4.2,'-2.57,2.5,BPS_CS_22946-0011,1.19,
MAS12,CS22947-187,*,*,HA,RG,"19 18 31.631","'-47 13 31.18",'-251.2,,13.63,12.99,12.508,12.085,11.468,11.045,11.028,5200,1.5,'-2.61,1.9,BPS_CS_22947-0187,1.33,1.13
MCW95,CS22947-187,I,CR,HA,RG,"19 18 31.631","'-47 13 31.18",'-251.2,,13.63,12.99,12.508,12.085,11.468,11.045,11.028,5160,1.3,'-2.47,2.26,BPS_CS_22947-0187,1.06,1.14
ROE14b,CS22947-187,S,CR,HA,RG,"19 18 31.631","'-47 13 31.18",'-251.2,,13.63,12.99,12.508,12.085,11.468,11.045,11.028,5300,1.4,'-2.58,1.85,BPS_CS_22947-0187,1.53,1.25
AND09,CS22948-093,*,*,HA,MS,"21 50 31.52","'-41 7 49.3",395,,15.54,15.18,14.8,,14.29,13.985,14.005,6360,4.3,'-3.3,1.2,BPS_CS_22948-0093,0.22,
BON09,CS22948-093,*,*,HA,MS,"21 50 31.52","'-41 7 49.3",395,,15.54,15.18,14.8,,14.29,13.985,14.005,6356,4.25,'-3.3,1.2,BPS_CS_22948-0093,'-0.28,
ROE10,CS22948-093,*,*,HA,SG,"21 50 31.52","'-41 7 49.3",395,,15.54,15.18,14.8,,14.29,13.985,14.005,6480,4,'-3.36,1.15,BPS_CS_22948-0093,0.3,<1.83
ROE14b,CS22948-093,*,*,HA,SG,"21 50 31.52","'-41 7 49.3",395,,15.54,15.18,14.8,,14.29,13.985,14.005,6540,3.85,'-3.32,1.15,BPS_CS_22948-0093,0.24,<1.64
ROE14b,CS22949-030,*,*,HA,SG,"23 21 22.7","'-3 45 52",'-79,,14.27,13.85,,,,,,5890,3.6,'-3.01,1.4,BPS_CS_22949-0030,'-0.74,0.65
ROE14b,CS22951-005,*,*,HA,SG,"21 45 46.6","'-46 5 9",235,,15.29,14.9,,,,,,5950,3.65,'-2.74,1.3,BPS_CS_22951-0005,'-0.06,0.34
ROE14b,CS22951-059,R1,*,HA,RG,"21 50 26","'-44 48 47",80,,15,14.44,,,,,,5120,2.35,'-2.84,1.5,BPS_CS_22951-0059,'-0.73,0.17
ROE14b,CS22894-023,*,*,HA,SG,"23 37 18.585","'-2 8 28.32",'-325,,14.15,13.75,,,12.714,12.402,12.391,5980,3.65,'-3.14,1.4,BPS_CS_22952-0011,'-0.39,<0.71
ROE14b,CS22954-004,*,*,HA,SG,"2 38 15","'-5 43 19",'-10.5,,14.69,14.27,,,,,,5810,3.55,'-3.0,1.3,BPS_CS_22954-0004,'-0.41,0.25
PRE00,CS22955-0110,*,*,HA,MS,"20 32 26.48","'-25 8 25.5",'-5,,13.954,13.61,,,,,,7350,4.2,'-0.69,2,BPS_CS_22955-0110,0.35,
PRE00,CS22955-0115,*,*,HA,MS,"20 33 26.83","'-24 25 2.4",'-76,14.86,14.85,14.55,,,,,,7750,4.2,'-0.4,3,BPS_CS_22955-0115,0.49,
PRE06,CS22955-174,*,*,HA,HB,"20 42 5.04","'-23 49 12.7",8,,14.88,14.38,14.1,,13.179,12.843,12.77,5650,2.4,'-2.89,2.3,BPS_CS_22955-0174,0.02,0.25
ROE14b,CS22955-174,*,*,HA,HB,"20 42 5.04","'-23 49 12.7",8,,14.88,14.38,14.1,,13.179,12.843,12.77,5520,1.35,'-3.1,2.2,BPS_CS_22955-0174,'-0.23,0.5
ROE14b,CS22956-015,*,*,HA,SG,"21 50 20.4","'-64 49 3",'-22,,14.58,14.19,,,,,,5960,3.7,'-2.81,1.35,BPS_CS_22956-0015,'-0.06,0.54
ROE14b,CS22956-021,*,*,HA,SG,"21 43 25.1","'-64 14 44",36,,15.08,14.7,,,,,,6020,3.7,'-2.73,1.2,BPS_CS_22956-0021,'-0.44,0.37
PRE00,CS22956-028,*,*,HA,SG,"21 44 48.72","'-63 22 9.8",14,,13.317,13,,,12.208,11.962,11.984,6900,3.9,'-2.06,2,BPS_CS_22956-0028,0.35,
ROE14b,CS22956-062,*,*,HA,RG,"22 7 26","'-66 9 4",189,,15.31,14.84,,,,,,5540,3.4,'-2.75,1.65,BPS_CS_22956-0062,'-0.78,0.21
ROE14b,CS22956-081,*,*,HA,SG,"22 4 11.9","'-62 50 49",244.6,,15.56,15.18,,,,,,6310,3.8,'-2.71,1.65,BPS_CS_22956-0081,'-0.51,<1.08
ROE14b,CS22956-102,S,CR,HA,SG,"22 16 36.7","'-65 19 51",'-1,,15.54,15.1,,,,,13.78,6220,3.85,'-2.39,1.5,BPS_CS_22956-0102,1.99,2.21
ROE14b,CS22956-106,*,*,HA,SG,"22 16 49.9","'-66 5 11",201,,14.85,14.47,,,,,,6410,3.9,'-2.69,1.75,BPS_CS_22956-0106,'-0.41,<1.26
ROE14b,CS22956-110,*,*,HA,HB,"22 19 42.3","'-66 41 25",'-97,,15.17,14.79,,,,,,6010,1.85,'-3.15,2.85,BPS_CS_22956-0110,'-1.16,<1.67
ROE14b,CS22956-114,*,*,HA,RG,"22 26 7.8","'-65 33 10",'-47,,14.64,14.04,,,,,,4900,1.75,'-3.19,1.85,BPS_CS_22956-0114,'-0.33,'-0.72
ROE14b,CS22957-019,*,*,HA,SG,"23 57 31.2","'-6 57 4",'-31,,14.12,13.71,,,,,,6070,3.75,'-2.43,1.25,BPS_CS_22957-0019,'-0.47,0.35
ROE14b,CS22957-024,*,*,HA,SG,"23 58 34.5","'-4 33 19",'-67.4,,14.68,14.3,,,,,,6160,3.75,'-2.91,1.35,BPS_CS_22957-0024,'-0.55,0.78
ROE14b,CS22957-036,*,*,HA,SG,"0 3 31.2","'-4 44 19",'-154.5,,14.85,14.43,,,,,,5970,3.75,'-2.28,1.25,BPS_CS_22957-0036,'-0.03,0.23
ROE14b,CS22958-037,R1,*,HA,HB,"1 58 39.9","'-57 3 22",203,,,14.91,,,,,,5770,2.1,'-2.51,2.3,BPS_CS_22958-0037,'-0.35,<0.33
ROE14b,CS22958-041,*,*,HA,SG,"2 1 44.7","'-56 47 35",'-52,,,15.07,,,,,,6010,3.65,'-3.1,1.55,BPS_CS_22958-0041,'-0.92,<1.07
ROE14b,CS22958-052,R2,*,HA,SG,"2 12 47.9","'-56 29 9",99,,,14.22,,,,,,6090,3.75,'-2.62,1.95,BPS_CS_22958-0052,0.2,0.52
ROE14e,CS22958-052,*,*,HA,SG,"2 12 47.9","'-56 29 9",99,,,14.22,,,,,,6090,3.75,'-2.42,1.95,BPS_CS_22958-0052,0.0,
ROE14b,CS22958-065,*,*,HA,SG,"2 2 53.5","'-53 38 38",112,,,14.48,,,,,,6020,3.75,'-2.29,1.3,BPS_CS_22958-0065,'-0.1,0.38
ROE14b,CS22958-074,*,*,HA,SG,"2 10 33.8","'-53 22 43",319.8,,,14.8,,,,,,5800,3.6,'-2.67,1.4,BPS_CS_22958-0074,'-0.54,0.45
ROE14b,CS22959-074,*,*,HA,RG,"18 51 47.6","'-64 27 57",'-139,,14.88,14.22,,,,,,4940,1.9,'-2.6,1.35,BPS_CS_22959-0074,'-1.01,'-0.21
ROE14b,CS22959-139,*,*,HA,SG,"18 55 54","'-63 6 13",'-28,,14.69,14.29,,,,,,6090,3.75,'-2.67,1.55,BPS_CS_22959-0139,'-0.42,0.41
ROE14b,CS22960-010,*,*,HA,SG,"22 8 25.34","'-44 53 56.56",41,,14.78,13.81,13.485,13.137,12.962,12.603,12.57,5280,4,'-3.02,1.2,BPS_CS_22960-0010,'-1.17,0.61
ROE14b,CS22960-029,*,*,HA,SG,"22 11 35.537","'-44 25 22.39",47,15.153,15.449,15.05,,,13.994,13.659,13.65,5890,3.6,'-3.05,1.45,BPS_CS_22960-0029,<-0.84,0.45
PRE00,CS22960-058,*,*,HA,MS,"22 16 5.87","'-42 26 42.8",86,,13.825,13.5,,,,,,6900,4.5,'-2.11,1.75,BPS_CS_22960-0058,0.05,
ROE14b,CS22964-115,*,*,HA,SG,"19 57 28.55","'-40 0 3.5",'-216,,15.37,14.94,,,13.856,13.561,13.643,6090,3.7,'-2.82,1.4,BPS_CS_22964-0115,'-0.27,0.48
ROE14b,CS22964-176,*,*,HA,SG,"20 2 7.13","'-40 21 25.9",'-54,,15.77,15.33,15.1,,14.257,13.998,13.97,6000,3.7,'-2.56,1.4,BPS_CS_22964-0176,0.01,0.25
ROE14b,CS22964-183,*,*,HA,SG,"20 1 12.763","'-40 49 9.91",97,,14.91,14.45,14.14,13.751,13.387,13.087,13.04,6010,3.65,'-3.01,1.45,BPS_CS_22964-0183,'-0.92,0.83
PRE00,CS22964-214,*,*,HA,MS,"20 5 50","'-39 27 43.3",43,,14.06,13.66,,,12.64,12.408,12.315,6800,4.5,'-2.28,2,BPS_CS_22964-0214,'-0.07,
ROE14b,CS22964-214,*,*,HA,SG,"20 5 50","'-39 27 43.3",43,,14.06,13.66,,,12.64,12.408,12.315,6180,3.75,'-2.95,1.45,BPS_CS_22964-0214,'-0.43,0.73
LAI07,CS22965-029,*,*,HA,RG,"21 59 32","'-3 36 36",'-32,,14.4,13.8,,,,,,5467,3.38,'-2.31,,BPS_CS_22965-0029,0.11,'-0.47
LAI08,CS22965-054,*,*,HA,SG,"22 6 30.302","'-2 32 34.44",'-281.9,,15.69,15.07,14.732,14.072,13.861,13.583,13.449,6205,3.73,'-3.08,1.7,BPS_CS_22965-0054,<-0.5,<1.15
ROE14b,CS22965-054,*,*,HA,SG,"22 6 30.302","'-2 32 34.44",'-281.9,,15.69,15.07,14.732,14.072,13.861,13.583,13.449,6050,3.7,'-3.17,1.6,BPS_CS_22965-0054,<-0.5,1.02
PRE06,CS22968-001,*,*,HA,SG,"2 57 50.8","'-56 51 5",117,,15.13,14.74,,,,,,6000,4,'-3.01,1.15,BPS_CS_22968-0001,'-0.69,0.48
ROE14b,CS22968-001,*,*,HA,SG,"2 57 50.8","'-56 51 5",117,,15.13,14.74,,,,,,5940,3.65,'-3.12,1.3,BPS_CS_22968-0001,'-0.53,0.57
ROE14b,CS22968-026,R1,*,HA,SG,"3 20 48.7","'-55 38 22",80,,14.67,14.24,,,,,,5850,3.65,'-2.57,1.2,BPS_CS_22968-0026,'-0.26,0.15
ROE14b,CS22968-029,*,*,HA,SG,"3 16 27.6","'-55 5 2",84,,14.7,14.29,,,,,,5760,3.5,'-3.1,1.4,BPS_CS_22968-0029,'-0.59,0.46
ROE14b,CS29493-023,*,*,HA,SG,"21 47 30.17","'-27 55 6.9",37,,14.97,14.59,14.4,,13.617,13.325,13.287,5980,3.65,'-2.89,1.25,BPS_CS_29493-0023,'-0.42,0.41
ROE14b,CS29493-050,*,*,HA,SG,"21 49 26.67","'-29 45 24.9",'-95,,15.2,14.39,14.6,,13.432,13.195,13.204,6270,3.8,'-2.92,1.45,BPS_CS_29493-0050,'-0.69,0.84
ROE14b,CS29493-062,R1,*,HA,RG,"21 52 31.01","'-28 9 37.2",15,,13.1,13.17,12.9,,11.952,11.596,11.551,5520,3.4,'-2.76,1.15,BPS_CS_29493-0062,'-0.34,0.26
ROE14b,CS29493-094,*,*,HA,SG,"21 57 27.38","'-30 8 2.9",'-205,,14.4,14.12,14.2,,13.17,12.927,12.87,6130,3.8,'-2.66,1.55,BPS_CS_29493-0094,'-0.17,0.31
ROE14b,CS29495-005,*,*,HA,SG,"21 32 49.2","'-27 34 8.6",'-145,,14.73,14.32,14.3,,13.332,13.047,12.973,5990,3.75,'-2.44,1.15,BPS_CS_29495-0005,'-0.23,0.14
LAI07,CS29497-040,*,*,HA,SG,"0 46 35.6","'-24 43 1",,,14.44,13.86,,,,,,5487,3.41,'-2.8,,BPS_CS_29497-0040,<-0.05,0.48
ROE14b,CS29499-003,*,*,HA,SG,"23 39 42.95","'-26 58 55.7",'-68,,14.3,14.29,14.2,,13.355,13.076,13.165,6080,3.75,'-2.51,1.25,BPS_CS_29499-0003,'-0.17,0.26
ROE14b,CS29499-058,*,*,HA,SG,"23 52 15.9","'-25 58 18.7",143,,14.15,13.76,13.1,,12.758,12.49,12.452,6060,3.7,'-2.81,1.45,BPS_CS_29499-0058,'-0.31,0.59
ROE14b,CS29501-032,*,*,HA,SG,"21 7 52.49","'-35 12 47.4",'-150,,15,14.53,14,,13.372,13.051,13.001,5950,3.65,'-2.92,0.6,BPS_CS_29501-0032,'-0.29,0.33
PRE06,CS22937-072,*,*,HA,HB,"21 14 40.62","'-37 24 51.8",'-141,,14.55,14.02,13.4,,12.646,12.301,12.221,5450,2.1,'-2.74,1.95,BPS_CS_29501-0051,'-0.14,0.51
ROE14b,CS22937-072,*,*,HA,HB,"21 14 40.62","'-37 24 51.8",'-141,,14.55,14.02,13.4,,12.646,12.301,12.221,5500,1.75,'-2.72,2.05,BPS_CS_29501-0051,'-0.41,'-0.04
ROE14b,CS29504-004,*,*,HA,HB,"1 31 2.2","'-36 38 34",49,,14.514,14.34,,,,,,7500,2.5,'-2.38,1.95,BPS_CS_29504-0004,'-0.26,<3.0
AND09,CS29506-007,*,*,HA,SG,"21 20 28.65","'-20 46 22.9",46,,14.1,14.18,13.7,,13.174,12.934,12.872,6270,4,'-2.91,1.7,BPS_CS_29506-0007,0.18,
BON09,CS29506-007,*,*,HA,SG,"21 20 28.65","'-20 46 22.9",46,,14.1,14.18,13.7,,13.174,12.934,12.872,6273,4,'-2.91,1.7,BPS_CS_29506-0007,0.13,0.61
LAI08,CS29506-007,*,*,HA,SG,"21 20 28.65","'-20 46 22.9",46,,14.1,14.18,13.7,,13.174,12.934,12.872,6369,3.84,'-2.84,1.4,BPS_CS_29506-0007,0.01,<0.91
ROE14b,CS29506-007,*,*,HA,SG,"21 20 28.65","'-20 46 22.9",46,,14.1,14.18,13.7,,13.174,12.934,12.872,5940,3.6,'-3.24,1.5,BPS_CS_29506-0007,0.03,<0.81
AND09,CS29506-090,*,*,HA,MS,"21 30 28.87","'-22 10 41.4",'-17,,14.3,14.33,13.8,,13.339,13.1,13.073,6300,4.3,'-2.83,1.4,BPS_CS_29506-0090,'-0.35,
BON09,CS29506-090,*,*,HA,MS,"21 30 28.87","'-22 10 41.4",'-17,,14.3,14.33,13.8,,13.339,13.1,13.073,6303,4.25,'-2.83,1.4,BPS_CS_29506-0090,'-0.4,0.53
ROE14b,CS29506-090,*,*,HA,SG,"21 30 28.87","'-22 10 41.4",'-17,,14.3,14.33,13.8,,13.339,13.1,13.073,5940,3.6,'-3.21,1.35,BPS_CS_29506-0090,'-0.32,0.64
ROE14b,CS22886-003,*,*,HA,SG,"22 13 52.176","'-10 47 0.97",'-73,14.766,15.07,14.6,,,13.619,13.296,13.306,5970,3.65,'-2.92,1.4,BPS_CS_29512-0030,'-0.52,0.54
ALL12,CS29512-073,S,CR,HA,SG,"22 28 36.702","'-12 24 44.14",'-75,,14.71,14.14,13.76,13.384,12.902,12.558,12.513,5560,3.44,'-2.06,1.1,BPS_CS_29512-0073,1.55,1.67
MAS12,CS29512-073,*,*,HA,RG,"22 28 36.702","'-12 24 44.14",'-75,,14.71,14.14,13.76,13.384,12.902,12.558,12.513,5600,3.4,'-2.14,1.3,BPS_CS_29512-0073,1.21,1.26
ROE14b,CS29513-003,R1,*,HA,HB,"23 15 31.71","'-41 56 19.8",'-103,,14.01,13.52,13.3,,12.195,11.856,11.82,5480,1.9,'-2.47,1.75,BPS_CS_29513-0003,'-0.07,'-0.04
ROE14b,CS29513-014,S,CR,HA,HB,"23 14 24.911","'-37 53 6.97",40,14.435,14.51,13.8,15.2,,12.612,12.262,12.26,5440,1.55,'-2.32,2,BPS_CS_29513-0014,1.38,1.03
ROE14b,CS29513-015,*,*,HA,SG,"23 14 33.04","'-37 36 5.2",50,,14.8,14.25,15.7,,13.33,13.061,13.043,6110,3.75,'-2.63,1.35,BPS_CS_29513-0015,'-0.34,0.38
ROE10,CS29513-031,*,*,HA,SG,"23 25 11.34","'-39 59 28.4",295,,15.44,15.09,15,,14.287,14.059,14.061,6650,3.7,'-2.64,0.8,BPS_CS_29513-0031,'-0.38,<1.31
ROE14b,CS29513-031,*,*,HA,SG,"23 25 11.34","'-39 59 28.4",295,,15.44,15.09,15,,14.287,14.059,14.061,6600,4,'-2.67,0.75,BPS_CS_29513-0031,'-0.28,<1.32
ROE10,CS29513-032,I,CR,HA,SG,"23 22 19.094","'-39 44 24.32",'-216,14.757,14.97,14.47,14.1,,13.358,13.061,13.053,5810,3.3,'-2.08,1.45,BPS_CS_29513-0032,0.7,0.74
ROE14b,CS29517-018,*,*,HA,SG,"23 53 37.91","'-17 23 10",151,,14.94,14.5,,,13.374,13.065,13.043,5680,3.5,'-2.78,1.55,BPS_CS_29517-0018,'-0.5,0.42
ROE14b,CS29517-042,*,*,HA,SG,"0 5 3.148","'-16 22 5.07",'-37,,14.49,14.1,,,13.124,12.877,12.84,6120,3.75,'-2.53,1.4,BPS_CS_29517-0042,'-0.51,0.26
LAI08,CS29522-046,*,*,HA,SG,"23 44 59.6","8 46 54",,,13.23,12.74,,,,,,6055,3.8,'-2.08,1.4,BPS_CS_29522-0046,'-0.07,0.5
SIV06,CS29528-041,*,NO,HA,SG,"2 29 25.1","'-18 13 30",,14.83,15.02,14.6,,,13.647,13.333,13.308,6150,4,'-3.3,1.3,BPS_CS_29528-0041,0.89,1.57
LAI07,CS30306-082,*,*,HA,SG,"15 21 25.3","5 57 26",'-27,,,,,,,,,5598,3.5,'-2.6,,BPS_CS_30306-0082,'-0.46,0.38
LAI07,CS30306-0110,*,*,HA,SG,"15 16 50.9","4 49 3",,,13.59,13.12,,,,,,6056,3.72,'-1.85,,BPS_CS_30306-0110,'-0.7,0.18
ROE14b,CS22890-064,*,*,HA,SG,"15 17 34","2 45 30",'-51,,15.09,14.7,,,,,,5960,3.6,'-3.12,1.3,BPS_CS_30306-0117,'-0.59,<0.84
LAI07,CS30306-0126,*,*,HA,SG,"15 15 18.5","6 20 31",,,14.33,13.81,,,,,,5812,3.61,'-1.93,,BPS_CS_30306-0126,'-0.63,0.08
ROE14b,CS30312-044,R1,*,HA,RG,"15 37 7.4","0 32 52",94,,14.12,13.34,,,,,,4660,1.05,'-3.22,1.65,BPS_CS_30312-0044,'-0.35,0.12
LAI07,CS30320-069,*,*,HA,SG,"13 58 52.5","10 51 34",,,,14.506,,,,,,6119,3.75,'-2.02,,BPS_CS_30320-0069,<-0.05,0.33
LAI07,CS30329-078,*,*,HA,RG,"15 36 42.2","'-4 47 57",,,14.58,13.85,,,,,,5475,3.39,'-1.77,,BPS_CS_30329-0078,0.04,0.18
LAI07,CS30331-018,*,*,HA,RG,"21 21 2.5","'-23 10 59",,,14.73,14.07,,,,,,5379,3.24,'-1.77,,BPS_CS_30331-0018,'-0.03,0.13
LAI07,CS30332-0114,*,*,HA,SG,"22 34 38.5","8 49 7",,,14.72,14.13,,,,,,5851,3.63,'-1.85,,BPS_CS_30332-0114,'-0.36,0.28
ROE14b,CS30339-073,*,*,HA,RG,"0 34 52.3","'-36 55 16",171,,15.29,14.75,,,,,,4830,1.55,'-3.93,1.5,BPS_CS_30339-0073,'-1.55,0.2
ROE14b,CS30492-016,*,*,HA,RG,"21 4 49.76","'-40 14 47.9",46,,14.34,13.89,,,12.787,12.446,12.402,5570,3.35,'-3.3,1.5,BPS_CS_30492-0016,<-0.06,0.65
ROE14b,CS22888-014,*,*,HA,SG,"23 4 15.53","'-33 29 44.8",'-128,,14.84,14.44,,,13.463,13.197,13.176,6020,3.7,'-2.73,1.35,BPS_CS_30493-0023,'-0.27,<0.7
ROE14b,CS30493-071,*,*,HA,SG,"23 16 30.8","'-35 34 35.9",'-3,,13,13.21,12.9,,12.141,11.819,11.775,5700,3.55,'-2.82,1.3,BPS_CS_30493-0071,'-0.15,0.35
LAI07,CS31060-030,*,*,HA,SG,"0 13 41.3","'-14 37 52",,,14.1,13.56,,,,,,5682,3.55,'-1.68,,BPS_CS_31060-0030,'-0.88,0.28
LAI07,CS31061-062,*,*,HA,RG,"2 32 50.1","5 45 3",,,14.38,13.9,,,,,,5465,3.38,'-2.62,,BPS_CS_31063-0069,'-0.27,<0.13
LAI07,CS31069-064,*,*,HA,RG,"0 16 12.6","4 49 37",,,14.48,13.89,,,,,,5468,3.38,'-2.19,,BPS_CS_31069-0064,'-0.95,0.33
LAI07,CS31085-024,*,*,HA,RG,"0 8 27.943","10 54 19.84",,,14.62,14,,,12.633,12.35,12.27,4931,2.05,'-3.3,,BPS_CS_31085-0024,<-0.05,0.18
LAI08,CS31085-024,*,*,HA,MS,"0 8 27.943","10 54 19.84",,,14.62,14,,,12.633,12.35,12.27,5949,4.57,'-2.67,0.9,BPS_CS_31085-0024,'-0.61,0.44
LAI07,CS31088-083,*,*,HA,RG,"23 32 36","5 15 38",,,14.06,13.37,,,,,,5386,3.26,'-1.99,,BPS_CS_31088-0083,'-0.11,0.23
AOK07a,CS29497-034,*,NO,HA,RG,"0 41 39.819","'-26 18 54.48",'-27,,13.338,12.221,11.704,11.321,10.571,10.115,9.996,4900,1.5,'-2.96,2.2,C*_26,2.27,2.73
BAB05,CS29497-034,*,*,HA,RG,"0 41 39.819","'-26 18 54.48",'-27,,13.338,12.221,11.704,11.321,10.571,10.115,9.996,4800,1.8,'-2.9,1.5,C*_26,1.98,2.71
SHE03,Car3,*,*,DW,RG,"0 8 58.436","62 42 56.82",,,12.91,10.94,,,5.553,4.496,4.01,4250,0.2,'-1.63,2.2,C*_3,0.13,
SHE03,Car12,*,*,DW,RG,"0 21 45.58","59 14 55.1",,,16,,10.9,,6.55,5.248,4.571,4300,0.6,'-1.39,1.9,Case_520,0.04,
BUR00,CD-2372,*,*,HA,RG,"0 16 16.55282","'-22 34 40.7879",20.6,,10.19,9.57,9.35,8.74,8.147,7.786,7.683,5300,2.6,'-1.0,2,CD-23_72,0.12,
ISH10,CD-2417504,*,*,HA,SG,"23 7 20.23","'-23 52 35.6",136.6,,12.51,12.18,,,11.121,10.874,10.807,5821,3.5,'-3.66,1.22,CD-24_17504,'-1.33,
NOR01,CD-2417504,*,*,HA,SG,"23 7 20.23","'-23 52 35.6",136.6,,12.51,12.18,,,11.121,10.874,10.807,6070,3.6,'-3.37,1.4,CD-24_17504,<-0.05,
BUR00,CD-241782,*,*,HA,RG,"3 38 41.48424","'-24 2 50.2962",118.5,,10.54,9.97,9.246,8.811,8.497,8.097,7.959,5300,2.8,'-2.2,1.5,CD-24_1782,'-0.93,
ROE14b,HE0336-2412,*,*,HA,RG,"3 38 41.48424","'-24 2 50.2962",118.5,,10.54,9.97,9.246,8.811,8.497,8.097,7.959,4950,1.9,'-3.05,1.5,CD-24_1782,'-0.88,0.15
IVA05,CS29497-030,I,CR,HA,MS,"0 40 47.928","'-24 7 33.91",34,,12.955,12.656,12.441,12.216,11.962,11.778,11.745,7000,4.1,'-2.57,1.9,CD-24_266,2.27,2.6
PRE00,CS29497-030,*,*,HA,MS,"0 40 47.928","'-24 7 33.91",34,,12.955,12.656,12.441,12.216,11.962,11.778,11.745,7500,4.2,'-2.14,1.75,CD-24_266,2.45,
ROE14b,CS29497-030,S,CR,HA,SG,"0 40 47.928","'-24 7 33.91",34,,12.955,12.656,12.441,12.216,11.962,11.778,11.745,7000,4,'-2.52,1.6,CD-24_266,2.75,2.37
SIV04,CS29497-030,S,CR,HA,SG,"0 40 47.928","'-24 7 33.91",34,,12.955,12.656,12.441,12.216,11.962,11.778,11.745,6650,3.5,'-2.77,2,CD-24_266,2.16,2.54
FUL00,HIP31639,*,*,HA,MS,"6 37 14.63215","'-25 21 39.7973",,,10.29,9.63,,,8.319,7.967,7.855,5300,4.3,'-0.6,0.6,CD-25_3416,'-0.17,
AOK02d,CS22942-019,S,*,HA,RG,"0 57 18.136","'-25 26 9.69",'-230,,13.57,12.69,12.198,11.759,11.193,10.711,10.645,5000,2.4,'-2.64,2.1,CD-26_304,1.96,
HAN15,HE0054-2542,S,CR,HA,RG,"0 57 18.136","'-25 26 9.69",'-230,,13.57,12.69,12.198,11.759,11.193,10.711,10.645,5300,2.7,'-2.48,1.3,CD-26_304,1.52,2.13
PRE01,CS22942-019,*,*,HA,RG,"0 57 18.136","'-25 26 9.69",'-230,,13.57,12.69,12.198,11.759,11.193,10.711,10.645,4900,1.8,'-2.67,2,CD-26_304,1.45,2.29
ROE14b,HE0056-3022,*,*,HA,RG,"0 58 43.86999","'-30 5 57.709",29.7,,11.43,10.83,,,9.331,8.904,8.827,4810,1.5,'-3.77,1.55,CD-30_298,'-1.46,0.25
PRE00,CS29509-027,*,*,HA,MS,"0 50 15.784","'-30 59 56.16",58,,12.73,12.72,,,11.649,11.533,11.474,7050,4.2,'-2.0,2,CD-31_306,1.53,
ROE14b,CS29509-027,*,*,HA,SG,"0 50 15.784","'-30 59 56.16",58,,12.73,12.72,,,11.649,11.533,11.474,6850,3.5,'-2.42,1.65,CD-31_306,1.5,1.74
